titre,fin_semaine_1,boxoffice_1,boxoffice_2,film_id_allocine
"Jasper, pingouin explorateur",23/12/2009,32027,26183,138824
La Vie comme elle vient,02/01/2019,6588,2734,261073
Nuages épars,26/07/2017,3553,1629,30318
Bravo Virtuose,21/02/2018,2859,859,257375
Les Mélancolies de Sade,05/02/2020,67,63,279850
La Berceuse d'Elphie,11/12/2019,30,,273661
Appelez-moi Kubrick,11/01/2006,28087,,53240
Mano de Obra,26/08/2020,4372,2165,273168
Les Chiens errants,19/03/2014,6452,2667,223154
Papa Lumière,05/08/2015,3875,1253,221563
Les nuits avec Théodore,20/03/2013,624,123,215863
Les éléphants,26/02/2014,123,12,218138
Cadences obstinées,15/01/2014,3990,89,216916
La Duchesse de Varsovie,04/03/2015,4763,2056,214219
La Lisière,04/05/2011,1574,41,182080
Mademoiselle Paradis,11/04/2018,999,412,243823
La Naissance de Narcisse,06/06/2018,7,35,257657
"Ali, la chèvre & Ibrahim",14/06/2017,4809,3189,246529
Myrtille et la lettre au Père Noël,29/11/2017,10926,15272,256981
L’ Indomptable feu du printemps,04/08/2021,1874,1363,276736
Soleil de plomb,06/04/2016,6891,2996,237175
Inland,01/04/2009,2332,1712,52045
Orly,18/08/2010,1922,656,44160
Just Charlie,22/05/2019,176,29,263259
Hard Paint,22/05/2019,406,161,262149
Pour ton anniversaire,15/01/2014,6293,2069,217655
Nuits Blanches Sur La Jetée,04/02/2015,2369,1075,230293
"ADN, l'âme de la terre",17/09/2014,68,6,223794
Tamasha,07/12/2015,347580,,241846
Sous la peau,13/01/2016,58,47,242728
L'Instant infini,13/11/2019,101,12,241819
Dubaï Flamingo,25/01/2012,2225,244,185234
May In The Summer,14/05/2014,12950,4300,209780
Cha Cha Cha,14/08/2013,3721,1580,201425
For Ellen,26/09/2012,3778,451,177501
Mardi après Noël,15/12/2010,10130,5459,180429
La Panthère noire,20/07/2016,72,131,248720
14 kilomètres,04/03/2009,886,122,137918
"Tengri, le bleu du ciel",05/05/2010,12598,6604,138808
The Answer man,06/01/2010,35,,135207
Sleep Dealer,07/01/2009,71,,138821
Sweet Thing,28/07/2021,2213,382,280120
Affreux et méchants,17/07/2019,29,,258093
Judy Moody et son été pas raté,13/06/2011,6076859,2103465,181645
Rara﻿,28/06/2017,6879,1812,244376
Naomi,06/07/2011,4047,1808,183870
Avant l'aurore,26/09/2018,2541,901,237295
Photo,17/04/2013,1206,233,215543
Tamagotchi le film,24/02/2010,3463,1022,171661
L'enfance d'Icare,26/01/2011,296,85,139950
Simshar,21/09/2016,490,31,232420
"Hello, My Name Is Doris",21/03/2016,998121,1668806,236505
Baal,03/12/2014,3985,1736,226531
Un ange à la mer,07/07/2010,509,431,138591
Les Ex de mon mec,09/08/2004,7075217,3784115,51740
Semana Santa,19/06/2002,30118,,28936
L'Equilibrio,01/01/2020,425,173,257747
Les Nouvelles aventures de Pat et Mat,28/09/2016,8842,5391,245614
Le Chant du merle,23/03/2016,506,106,241730
L'Usine de rien,20/12/2017,872,217,255756
Tanhaji,15/01/2020,380,298,273754
Darbar,22/01/2020,1559,682,273616
Haingosoa,11/03/2020,723,142,280247
Workers,06/11/2013,2971,393,222086
Paroles,20/11/2013,65,11,222931
Pitchipoï,11/02/2015,604,274,214519
Troppa Grazia,02/01/2019,5130,1251,264143
Katalin Varga,14/10/2009,2694,1778,142567
Nothing but the Truth,12/05/2010,273,127,180186
Alois Nebel,21/03/2012,6402,2931,195497
My Joy,24/11/2010,4022,1854,180421
En pays cannibale,03/07/2013,187,,192285
Far North,25/03/2009,657,,119159
Divorce à la finlandaise,27/10/2010,5765,2522,179380
Sommeil blanc,09/12/2009,1683,438,124580
Jitters,27/06/2012,1040,418,194366
Pour le meilleur et pour le pire,13/06/2005,5538835,2648330,58180
Eyes Find Eyes,15/06/2011,701,154,192846
Le gospel du bagne,14/01/2008,17714821,7801017,126584
Les Sentiers de l'oubli,11/08/2021,395,171,286971
Radhe,02/06/2021,196,74,279055
Don't Forget Me,06/02/2019,477,155,269301
La Madre,21/06/2017,842,1328,244482
Creative Control,16/11/2016,464,33,235771
Le Crime du sommelier,09/03/2016,1825,757,231922
La Vanité,09/09/2015,5288,1475,237305
Les Murmures du vent,07/04/2010,3112,1656,145919
Brothers,27/01/2016,46,,143059
Il était une fois Palilula,21/09/2022,198,85,213686
My Two Daddies,14/01/2015,1400,140,214822
Stretch,19/01/2011,2068,407,139363
Rock the Casbah,15/05/2013,3135,1389,200110
Dark Horse,05/09/2012,9310,2875,194174
Le Temps dure longtemps,25/04/2012,2080,192,196860
Lovely Molly (The Possession),17/09/2012,5800000,,196588
"Moscow, Belgium",07/01/2009,30,21,135874
La Ligne blanche,07/09/2011,586,125,130424
Saawariya,05/08/2009,1958,1320,130247
Aliker,10/06/2009,1288,950,128502
Par suite d'un arrêt de travail...,09/07/2008,55143,18208,129183
Jonas Brothers : le concert événement 3D,24/06/2009,1168,12510374,140992
Gloss,04/03/2009,2916,1031,119411
Blind Sun,27/04/2016,1397,408,237495
Soleils,17/05/2017,166,54,217011
La Consolation,12/04/2017,2522,659,219974
Alice comedies 2,24/01/2018,2902,1470,255349
The Gospel,10/10/2005,7523571,3118704,102958
La Juste route,24/01/2018,4899,2531,253643
In The Mix,28/11/2005,4448491,1867971,108865
La Familia,17/04/2019,645,72,255694
Le Veau d'or,17/12/2014,1340,,58688
"Mon chien, ce héros !",13/10/2003,13000000,8932472,48400
Queen,30/09/2015,1204,339,227876
"Bon voyage, Dimitri !",26/11/2014,3181,3196,230070
Doctor,13/10/2021,4124,2970,296588
Bientôt les jours heureux (I tempi felici verranno presto),03/05/2017,302,505,231866
Kinshasa Kids,10/04/2013,2538,1090,212539
Cirque du Soleil 3D : le voyage imaginaire (Pathé Live),24/12/2012,2162993,2400000,203790
De Sable Et De Feu,25/09/2019,214,54,275060
Modus Anomali: Le réveil de la proie,22/05/2013,146,46,215353
De l’amour sous la haine ?,14/03/2018,112,83,261469
Les Couleurs de la montagne,04/05/2011,3183,2620,189760
Tazzeka,17/10/2018,259,71,264808
La Fraude,20/04/2022,57,52,300290
Absence,27/07/2016,44,25,231353
Wajma,04/12/2013,4104,1544,217276
Lilting ou la délicatesse,22/10/2014,3493,1240,216502
Humpday,23/09/2009,16200,7939,144707
Arcadia,08/01/2014,278,72,202927
Pseudonym,16/03/2016,50,,196047
Noor,30/04/2014,3345,2125,206609
Le Voyage de Monsieur Crulic,19/12/2012,1055,350,196053
The Anniversary Party,30/05/2001,20454,,29039
Contes sur moi!,28/02/2018,1484,1588,261630
Fiore,29/03/2017,6292,1452,246859
La Vita Possibile,02/05/2018,241,37,243474
Soy Nero,28/09/2016,10207,5638,244530
Tous les chats sont gris,06/04/2011,2356,470,179705
Women Without Men,20/04/2011,8689,4538,170584
Le Mulot menteur,16/02/2011,3372,3783,177971
Un été suédois,02/02/2011,1958,1070,174186
Deuces Wild,06/05/2002,2700000,,28912
La Prima Linea,21/04/2010,5568,1437,143745
Toute l'histoire de mes échecs sexuels,13/05/2009,12371,9813,135637
Memories Corner,30/05/2012,89,17,177548
The World is big,16/06/2010,3531,1025,169940
L'Artiste,17/08/2011,2099,591,189660
Chongqing Blues,12/08/2020,447,328,180431
Amador,22/02/2012,8651,3116,183949
White Lightnin',24/02/2010,2387,836,146907
Acolytes,01/04/2009,158,,143963
Le voyage du directeur des ressources humaines,22/12/2010,21574,11812,173830
Je ne dis pas non,22/07/2009,2158,200,139791
"Irina, la Mallette rouge",10/09/2014,788,64,138197
Bienvenus !,14/12/2016,4321,2333,243301
C'est l'amour,16/03/2016,1333,576,241991
4 Histoires fantastiques,21/02/2018,330,69,261378
Leones,14/08/2013,1090,255,210625
"Patagonia, el invierno",05/07/2017,5673,1122,249112
Le Voyage de Tom Pouce,07/10/2015,3873,2690,238253
Timgad,28/12/2016,1649,501,249923
Der Samurai,22/07/2015,1254,51,226007
Lowriders,15/05/2017,2403885,,232730
Comme le vent,25/06/2014,5106,2387,225231
Girafada,30/04/2014,8092,4237,221635
Rio 2096 : Une histoire d'amour et de furie,03/08/2016,1712,76,202642
Computer Chess,16/04/2014,741,467,218221
Au cas où je n'aurais pas la palme d'or,15/08/2012,406,124,197767
Dioses,30/06/2010,1800,824,147921
Estómago,19/05/2010,954,3794,138975
Marga,23/06/2010,5713,3128,138598
Tulpan,11/03/2009,20953,12728,135786
The Cloud in Her Room,29/12/2021,1045,529,292589
Layla,02/04/2014,1566,270,203502
Interior. Leather Bar.,06/11/2013,1406,299,209952
Les Interdits,04/12/2013,5288,2190,194901
L'homme qui viendra,23/01/2013,569,103,190494
Les merveilleux contes de la neige,26/11/2014,3970,6675,225705
Terri,15/08/2012,7803,6460,192561
Stand,24/06/2015,570,478,227263
Sherrybaby,01/07/2009,4352,2103,109798
"Chats par-ci, Chats par-là",19/02/2020,4274,4626,277755
Pan pleure pas,18/06/2014,2522,772,227985
Grandeur et décadence d'un petit commerce de cinéma,11/10/2017,1503,688,8037
Sapphire Crystal,22/07/2020,214,103,284224
Voyage en Kabylie,01/07/2020,62,63,281454
Laissons les morts engloutir les morts,11/05/2022,154,34,303281
Leatherdaddy,18/12/2019,27,7,278568
Nola Circus,05/10/2016,303,51,247587
Fantastic birthday,29/03/2017,7015,3345,243805
Nos liens,08/09/2021,12,,278689
The Crossing,19/08/2020,950,247,267181
Hair,14/03/2018,73,43,262083
De Douces Paroles,01/06/2016,5205,1341,240638
La Forteresse,14/10/2015,735,668,237916
Sorority boys,25/03/2002,4128000,,44209
Chant d’Hiver,02/12/2015,2861,1006,239805
Que viva Eisenstein !,15/07/2015,10725,4415,236133
Un si beau voyage,25/03/2009,2616,382,127766
Le Miroir magique,14/01/2009,1735,586,61759
Dans les cordes,23/02/2004,3000000,,41243
The Kashmir Files,21/03/2022,1485000,,298634
La Balade d’Ivan,04/12/2019,81,44,277688
Los Sonámbulos,21/09/2022,420,43,276366
Nour,13/03/2019,321,283,271824
Housefull 4,30/10/2019,1306,853,270470
Les Éléphants perdus,06/02/2019,91,32,270634
Faire face,10/11/2021,95,60,287496
Beira-Mar ou l'âge des premières fois,24/02/2016,1201,447,234707
Chorus,27/01/2016,5173,1785,234088
Los hongos,03/06/2015,5346,2451,230977
Les Moissonneurs,27/02/2019,5217,2071,264015
Wolf And Sheep,07/12/2016,4273,1463,246575
Five Thirteen,18/06/2014,24342,1774,209700
Nana,18/04/2012,3746,1743,196081
A une heure incertaine,17/02/2016,851,367,240927
Le Tigre et les animaux de la forêt,23/02/2011,5973,687,189833
Avé,02/05/2012,8262,3880,192980
"Bi, n'aie pas peur !",21/03/2012,1874,982,180581
La Fête des voisins,02/06/2010,6327,40,177038
Les Fraises des bois,25/04/2012,2519,203,177097
Mariage à l'Islandaise,10/06/2009,7093,3552,139217
"Deux Rémi, deux",09/03/2016,704,238,241029
Le Silence avant Bach,07/01/2009,172,94,130290
Fugue,15/05/2019,3603,320,263844
Banana,07/12/2016,43,118,250276
Villeperdue,06/09/2017,497,122,254481
Album de famille,10/05/2017,3674,1293,246768
Potins mondains et amnésies partielles,25/07/2001,32276,3000000,28931
Emma Peeters,25/12/2019,239,134,267432
"Tharlo, le berger tibétain",10/01/2018,3218,1764,240118
Dos à la mer,21/01/2015,146,22,232665
Voix off,06/07/2016,4245,1069,231479
Les Amants de Caracas,11/05/2016,4732,1729,239844
Something Must Break,17/12/2014,1971,306,227370
Barfi!,25/09/2012,643260,,210935
Kaddish pour un ami,11/02/2015,767,88,197623
Historias,18/07/2012,286,1208,196309
In the Family,26/11/2014,1118,664,199404
"Don Giovanni, naissance d'un opéra",19/05/2010,7842,3866,173124
Fui Banquero (j'étais banquier),20/04/2016,460,117,245835
Mort à Sarajevo,30/08/2017,1237,258,244224
Sunrise,09/03/2016,1305,627,236105
Claustrophobia 5 films courts sud coréens,23/09/2015,203,96,239104
Train de vies ou les voyages d'Angélique,06/06/2018,290,123,263079
Park,15/07/2020,702,81,249748
Les Rues de Pantin,30/11/2016,75,78,248680
"Le Ruisseau, le pré vert et le doux visage",28/12/2016,9155,7111,248838
80 jours,20/06/2012,3478,1532,182092
Mortem,10/10/2012,429,,181624
Cœurs purs,10/01/2018,13081,1131,255626
Corpo Elétrico,23/05/2018,1042,455,253055
La Maison Nucingen,10/06/2009,3380,518,133852
Lignes de front,07/04/2010,6170,2291,130945
Fados,21/01/2009,5852,2245,131393
Interview,08/08/2007,16291,9023,128442
Joyce,05/06/2019,201,50,271670
Petta,16/01/2019,10072,3586,270572
Les Aventures de Rita et Machin,27/02/2019,5078,3438,267125
L'Orphelinat,04/12/2019,1409,424,266030
Things People do,25/02/2015,3082,569,220298
The Single Moms Club,17/03/2014,8300000,3100000,216162
Ma belle gosse,18/09/2013,1010,82,215060
Equinoxe,06/04/2011,98,15,47522
Ploddy - La voiture électrique mène l'enquête,19/06/2013,3675,3015,208828
Après la bataille,26/09/2012,6267,2653,201821
"Araf, Quelque part entre deux",09/07/2014,271,17,210272
People Mountain People Sea,26/06/2013,5100,3105,197316
Without,21/11/2012,379,78,196087
Les Equilibristes,06/03/2013,8632,1648,201422
La Nana (la bonne),21/10/2009,11881,8165,142752
Irmã,21/07/2021,4,,281246
Le Dernier week-end,19/10/2011,84,,180519
La Tisseuse,03/03/2010,11272,5857,173797
Une éducation norvégienne,13/06/2012,2061,711,199136
"Policier, Adjectif",26/05/2010,4816,3907,145164
El Estudiante ou Récit d'une jeunesse révoltée,30/01/2013,8443,4594,196076
Sunny et l'éléphant,07/01/2009,424,,134469
Dickie Roberts : ex-enfant star,08/09/2003,7000000,5000000,47097
Barbecue Party,06/09/2004,5000000,2270596,47337
Bad News Bears,25/07/2005,11382472,5634919,59052
Papa vient dimanche,09/10/2013,706,75,203269
Mekong Stories,27/04/2016,11231,5883,234643
Ma' Rosa,07/12/2016,15805,8184,246693
L’ Ombre de Vénus,22/11/2017,80,57,259210
"Laurette 1942, une volontaire au camp du Récébédou",13/04/2016,64,41,242258
Occidental,04/04/2018,820,360,254050
D'une famille à l'autre,27/07/2016,8775,4666,243939
L'Etage du dessous,18/11/2015,3662,1531,237171
Par amour,20/04/2016,4459,578,239852
Aurora,24/02/2016,106,37,236404
Stalingrad Lovers,05/02/2014,299,71,206607
"Port-au-Prince, Dimanche 4 Janvier",05/08/2015,579,147,228336
La Femme bourreau,18/03/2015,166,88,234406
Dough,11/05/2016,13532,7009,240693
Panique chez les jouets,03/12/2014,4649,3824,229968
Les Amants électriques,30/04/2014,3018,1340,226095
Une trop bruyante solitude,23/11/2011,117,80,35725
Tout va bien,28/09/2016,1955,366,243429
Les Joies de la famille,14/10/2009,6032,2416,140528
L’ Âme du tigre,28/02/2018,120,95,261140
Une Journée à Rome,24/07/2013,10301,4493,210590
Laurent et Safi,20/09/2017,255,72,255272
Men on the Bridge,10/04/2013,136,57,173715
Notre enfant,25/04/2018,753,111,253971
Futur antérieur,29/06/2016,121,,239671
Fort Buchanan,10/06/2015,651,243,237413
Une nouvelle année,27/07/2016,1625,519,246871
John From,01/06/2016,2885,1025,242113
Les Saignantes,27/05/2009,213,68,110491
Après l'océan,15/07/2009,2721,981,144680
My Pure Land,06/06/2018,1134,67,258906
Sergio et Sergei,03/04/2019,6172,1562,258511
"Pororoca, pas un jour ne passe",20/06/2018,4014,2013,258562
Una Questione Privata,13/06/2018,18274,10584,258369
Los Adioses,16/05/2018,2341,1435,257585
Le Chemin,12/03/2014,1058,62,200603
Avanti,30/04/2014,102,36,192388
Tokyo Park,29/08/2012,2734,1318,196062
L'Oeil du cyclone,25/09/2013,3576,2723,191003
Gangs of Wasseypur - Part 2,02/01/2013,1750,1075,208359
Keep Smiling,21/08/2013,10639,6757,213679
Saudade,07/11/2012,2712,1107,196061
L'Amour ne pardonne pas,18/03/2015,7879,3372,231490
Petits secrets,13/05/2009,318,,129336
Two Gates of Sleep,21/12/2011,730,53,180621
Téléphone Arabe,25/07/2012,279,1702,143561
Les Deux moustiques,21/10/2009,1822,2575,142812
Qui veut tuer Jessie ?,09/09/2015,507,193,189322
Invisible,06/02/2013,472,118,189916
Home for Christmas,15/12/2010,4798,2411,183985
Oki's Movie,14/12/2011,4928,1956,183977
L'Epée et la rose,27/07/2011,277,39,184785
Slow Burn,16/04/2007,778123,,53241
Les Vieux sont nerveux,28/01/2009,93,47,110593
Adieu venus,20/10/2021,48,28,296898
Room 514,16/10/2013,3006,809,206605
A Little Closer,01/08/2012,581,198,198861
Nina Wu,15/01/2020,5145,1930,273582
L'Enseignante,12/06/2019,216,89,273920
9mm,07/01/2009,531,26,136706
Desierto Adentro,04/08/2010,1543,811,135864
Parking,02/09/2009,3351,1145,135829
Médée Miracle,06/04/2011,1053,354,130289
Sois sage,22/04/2009,1786,770,128747
Violent days,23/09/2009,2428,1321,59701
Sauvages,13/04/2016,1514,872,240690
Le Monde de Fred,09/07/2014,2245,33,228862
New Territories,09/12/2015,952,160,228478
Cupcakes,18/06/2014,3238,1190,227394
The Bacchus Lady,08/08/2018,1586,348,244678
Un avant-poste du progrès,17/05/2017,968,231,244677
Problemski Hotel,06/12/2017,1243,126,244406
Paris of the North,01/04/2015,2009,211,229886
Handia,31/01/2018,1259,1086,244692
Trap street,20/08/2014,3120,1327,226235
What Richard Did,24/04/2013,1729,647,216269
Ali a les yeux bleus,07/05/2014,5549,883,214061
Beirut Intersections,07/10/2015,67,36,215606
"Happy, Happy",03/08/2011,11709,7460,189975
Journal d'un disparu,03/10/2018,50,63,265023
Gully Boy,20/02/2019,1025,270,270569
Rosa & Dara : leur fabuleux voyage,14/02/2018,1851,3418,258814
Le Conte des sables d'or,19/04/2017,890,295,247288
Mobile Étoile,04/05/2016,2173,996,244252
La Nuit Rebelle,21/12/2016,51,14,250939
C’était maintenant,20/09/2017,52,17,255803
Refugiado,20/05/2015,5888,1345,228500
En amont du fleuve,10/05/2017,4549,732,247289
Que Justice soit Nôtre,17/12/2014,87,,232442
Thuppakki - Le Pistolet,21/11/2012,8184,1357,214535
Une lettre ne s'écrit pas,07/05/2014,115,,226973
Débutants,18/06/2014,51,,226266
Ladygrey,13/05/2015,3117,1267,225924
Un mois en Thaïlande,03/07/2013,3670,692,210580
Circles,16/07/2014,2086,267,217250
Nouveau Souffle,21/03/2012,2135,233,193028
Just the Wind,19/06/2013,5561,1457,201922
Headshot,07/11/2012,1463,223,191005
Le Fils unique,26/06/2013,3458,2261,126310
Un conte finlandais,30/12/2009,2324,1007,141782
Lucifer et Moi,11/02/2009,111,125,141641
Curling,02/11/2011,2991,504,183026
Un chic type,09/02/2011,4924,1212,177741
"El Greco, les ténèbres contre la lumière",10/03/2010,827,305,176106
"Sous toi, la ville",22/12/2010,5054,1276,180439
La Terre des hommes rouges,07/01/2009,3457,1224,138422
United Red Army,06/05/2009,124,984,135613
Lointaine Andromède,22/03/2023,51,22,312027
Oleg,06/11/2019,2560,625,273675
Ice mother,29/11/2017,1490,831,257223
Willy et les gardiens du lac (saison Printemps - Été),28/03/2018,6165,1460,259535
Juste après les larmes,28/12/2016,35,30,250761
Origine contrôlée,31/01/2001,42930,,27936
La Danse du serpent,11/03/2020,1054,29,273643
"Aujourd'hui, rien",01/05/2019,175,68,272526
United States of Love,12/04/2017,5037,1614,244226
"Moi, Olga",13/07/2016,1842,967,243787
Enfances Nomades,01/04/2015,167,78,235045
Hector,06/01/2016,13177,7080,238861
Le Pantin,21/09/2016,75,50,238143
Ymma,10/06/2015,180,14,234790
3 Aventures de Brooke,22/01/2020,1895,794,267426
Desert Dancer,13/01/2016,895,626,225223
Le Scandale Paradjanov ou La vie tumultueuse d'un artiste soviétique,14/01/2015,2834,1523,225535
La Dernière nuit,02/07/2014,90,13,221869
For Those in Peril,19/02/2014,1328,47,220886
L'Homme du peuple,26/11/2014,19204,8740,200174
Un pas en avant - les dessous de la corruption,16/11/2011,366,317,191190
Too Much Love Will Kill You,30/01/2013,205,39,214189
Rosenn,29/06/2016,102,30,209797
Pink,30/10/2013,254,64,204224
The Color Wheel,08/08/2012,2262,909,196085
Feel the Music,08/10/2007,3187153,1339028,130413
Valse pour Monica,26/03/2014,5692,1449,219362
Voyage secret,21/07/2010,1148,280,120686
Barbershop 2 : back in business,09/02/2004,25100000,15600000,48664
Whisky Romeo Zulu,06/07/2005,12824,,59127
Les Vivants,26/03/2014,1293,,213028
The Gambler,07/01/2015,856,57,225614
Les Soeurs Quispe,11/06/2014,1172,3800,224658
Sarkar,14/11/2018,12324,1967,268704
Une famille respectable,07/11/2012,22090,13472,206668
L'Histoire du petit Paolo,12/12/2012,4158,1827,196227
Les Témoins de Lendsdorf,20/03/2019,11672,3348,258219
La Fille aux deux visages,11/04/2018,41,18,251064
Né à Jérusalem (et toujours vivant),29/07/2020,5042,2255,273943
Chhichhore,11/09/2019,178,,270469
Nobody's Watching,02/05/2018,5250,1756,243184
"Fukushima, le couvercle du soleil",13/03/2019,3808,1444,269692
Le Voyage d'Ana,06/10/2021,108,56,241938
Le Dernier prisonnier,29/07/2020,89,48,268808
Shanghaï Belleville,06/01/2016,825,324,240077
"Amours, larcins et autres complications",07/10/2015,1280,338,234947
Mouton,18/06/2014,864,266,222824
Molly Monster,17/05/2017,3653,823,230393
Ton absence,04/06/2014,10747,1425,218061
Le Temps des rêves,10/02/2016,6436,895,216311
Je ne peux pas vivre sans toi,03/11/2010,2130,233,177698
Le Soldat dieu,08/12/2010,840,652,177740
Felicidad,05/11/2014,8760,3890,228630
Coeur animal,18/11/2009,277,19,171630
L.A. Zombie,14/12/2011,345,102,184248
Le Vagabond,06/04/2011,3249,1223,180610
La Flûte et le grelot,02/03/2011,3867,2266,142844
Bhoothnath,12/05/2008,330246,,135627
Navidad,11/11/2009,2422,943,145928
La nuit et l'enfant,14/09/2016,152,23,234828
Dora ou les névroses sexuelles de nos parents,14/06/2017,337,94,233917
La Nuit des tournesols,01/08/2007,15114,,110234
Self Made,15/07/2015,3898,1059,228467
La Femme de compagnie,29/07/2015,912,393,227170
3x3D,07/05/2014,725,173,218367
Isola,13/12/2017,236,40,246808
Le Chanteur,03/02/2016,75,40,239755
La Playa,17/04/2013,47,5449,206312
Mon père va me tuer,09/01/2013,4734,1185,201424
The Dirty Picture,11/07/2012,359,149,200591
Don Sauvage,21/09/2022,21,11,303044
We Are Family,13/04/2001,7500000,4700000,28554
Les Mondes imaginaires de Jean-François Laguionie,09/10/2019,95,5,274840
Summer White,25/08/2021,783,246,278882
Charlot sur la route,15/11/2017,107,21,258286
Te Ata,24/07/2019,654,102,258188
Dark Show,07/12/2016,22,,248134
Bienvenue à Mooseport,23/02/2004,7000000,3279764,46983
L'Absence,10/03/2010,405,461,46277
Jugjugg Jeeyo,27/06/2022,725000,,305464
Oray,03/11/2021,456,180,270668
L'Homme à la moto,10/04/2019,3183,995,264139
Eden,05/09/2001,25434,,33997
The Theory of Love,17/07/2013,83,55,221905
Juste Sam,04/03/2020,29,2,242653
Zero Motivation,26/08/2015,255,77,232169
La Chambre d'en face,24/02/2016,1350,181,234714
Canailles Connection,05/11/2014,3893,681,222075
Les Lettres portugaises,20/05/2015,512,29,233692
Des Pierres en ce Jardin,24/06/2015,45,16,231369
"Dieu, ma mère et moi",11/05/2016,3808,1151,226122
Cirkus Columbia,30/03/2011,4480,2812,183955
On verra demain,13/10/2010,1147,475,184835
Métabolisme (ou Quand le soir tombe sur Bucarest),23/04/2014,1326,568,222822
Pup,24/04/2013,3628,3887,208613
We are the best!,11/06/2014,2562,3800,215656
Les Gouffres,15/01/2014,553,210,204783
Bienvenue à Cedar Rapids,22/06/2011,124,1093000,170054
Vengeance secrète,22/08/2001,75134,23446,29069
Nitro Circus 3D,13/08/2012,1183701,,209965
Simon Konianski,05/08/2009,11315,5373,145280
Moomin et la folle aventure de l'été,18/11/2009,3105,1768,146802
Dans sa bulle,29/03/2017,86,,196978
Où vas-tu Moshé ?,16/06/2010,2490,1028,169834
Le Rire de madame Lin,03/01/2018,6003,3766,255684
"Anna, un jour",26/06/2019,1418,551,264087
Thee Wreckers Tetralogy - Un trip rock de Rosto,11/03/2020,180,14,279719
Roues Libres,22/02/2017,2209,,246940
Candelaria,11/04/2018,7366,3783,257786
Nuit de Grève,27/12/2017,39,12,259396
1 journée,27/05/2009,288,66,114798
L'Hiver féérique,25/11/2015,2038,2362,232161
A travers les branches d'un arbre,25/01/2012,22,3,199892
"Ulysse, souviens-toi !",29/02/2012,1420,709,200598
Les Fables de Starewitch,16/02/2011,2050,1644,57112
Il était une fois Veronica,12/02/2014,253,566,217949
Nordeste,01/06/2005,28781,,58551
Salle n°6 - Tchékhov,12/05/2010,948,235,173215
Chaque jour est une fête,03/02/2010,3355,1446,147461
Rondo,04/04/2012,873,478,142078
Charleston & Vendetta,19/08/2009,4012,,137673
C'est ici que je vis,17/02/2010,4207,2007,135953
"The Goods: Live Hard, Sell Hard",17/08/2009,5642137,2710194,130542
Delgo,15/12/2008,511920,,96463
Avant l'aube,07/05/2014,202,33,227582
Pau,20/03/2019,36,52,269924
Les Destinées d'Asher,04/04/2018,6392,2311,255686
Je suis resté dans les bois,24/10/2018,23,13,265641
Le Dernier voyage de Tanya,10/11/2010,17127,14049,48063
Soppana Sundari,19/04/2023,195,,314260
Hayati,02/10/2019,69,57,275954
L'Enfant de Goa,24/01/2018,3372,1105,252227
Marjaavaan,20/11/2019,718,436,272250
La Vengeresse,12/04/2017,820,346,246629
Where Horses Go to Die,25/01/2017,51,85,251670
Temporada,27/11/2019,426,134,266190
L'Ange blessé,18/05/2016,1657,608,230028
Ivul,27/01/2010,752,158,138597
Somebody Up There Likes Me,30/01/2013,807,411,209976
Museum Hours,25/12/2013,2371,1115,209971
La Rizière,09/05/2012,1296,882,193425
Leave It On The Floor,14/08/2013,1105,546,196730
La Mort du cinéma et de mon père aussi,11/08/2021,793,173,283762
Vivre et chanter,27/11/2019,5088,1617,273677
Pas comme lui,28/03/2018,256,,260135
11 fleurs,16/05/2012,8390,7014,188253
Le Bateau Ivre,02/05/2018,37,36,254741
Elektro Mathematrix,31/08/2016,3698,791,248514
Sonate pour Roos,25/04/2018,5926,4475,246571
Kertu,11/02/2015,1425,540,225391
Puzzle,30/06/2010,10038,6096,177692
Riparo,07/01/2009,74,114,129451
7 minutes au paradis,21/10/2009,2918,1014,169744
Cahier intime,15/09/2010,330,101,144451
Teza,05/05/2010,1024,471,138426
Une jeunesse israélienne (Vasermil),02/09/2009,1630,665,135178
Jardins en automne,13/09/2006,18076,,110260
Criminel,23/03/2016,1416,54,244108
Une saison pour Maurice Pons,08/06/2016,291,39,247749
Midnight Runner,01/07/2020,614,275,267834
Une fois comme jamais,10/10/2018,114,52,265643
El Premio,03/04/2013,4052,1962,189615
A Bread Factory Part 1 : Ce qui nous unit,05/12/2018,522,131,255986
Les Rives du Destin,06/06/2018,2190,438,240699
The Strange Affair of Uncle Harry,10/11/2021,543,260,79750
Ningen,08/04/2015,481,162,227674
Cristo Rey,29/01/2014,721,87,225008
Bamse au pays des voleurs,31/10/2018,1722,1277,232881
Noces éphémères,16/11/2011,5781,2905,188460
Ciao Ciao,02/05/2018,525,102,253707
Mundane history,23/01/2013,468,135,182976
Sympathy for Delicious,15/05/2013,1520,1012,138489
Nos désirs font désordre,01/04/2009,233,71,129396
Tourbillon,22/08/2012,1112,240,196275
La Sirga,01/05/2013,1782,151,206679
Smart People,24/06/2009,658,4092465,122972
Carmel,20/10/2010,196,66,186350
Petit Corbeau,03/04/2013,10349,8324,187242
For Your Consideration,20/11/2006,372012,1924071,110280
Lettre à la prison,09/12/2009,475,368,140260
Lino,04/02/2009,2084,1252,139849
Fendas,11/08/2021,48,15,278190
Dabangg 3,25/12/2019,2110,1154,277222
Shop Girl,31/10/2005,463555,2520844,48639
Juliana,16/06/2021,182,47,44296
